rawText,ingredientMasterId
"Lactobacillus plantarum분말(가루, 과립)(ACTOBACILLUS PLANTARUM의 생균으로 100,000,000,000개/g 이상, 보호제 및 희석제 적량)",541
"Lactobacillus plantarum분말(가루, 과립)(생균으로 330,000,000,000개/g 이상, 희석제(옥수수전분) 적량)",541
Lactobacillus reuteri(1.0 X 10^10cfu/g 이상 원료 사용),541
Lactobacillus reuteri(1.0x10^11cfu/g 이상 원료 사용),541
Lactobacillus reuteri(2.0 x 10^11 cfu/g 이상 원료 사용),541
Lactobacillus reuteri분말,541
"Lactobacillus reuteri분말(가루, 과립)(L.reuteri LRT 동결건조물, 희석제(말토덱스트린))",541
"Lactobacillus reuteri분말(가루, 과립)(생균으로 50,000,000,000개/g 이상, 희석제(옥수수전분) 적량)",541
Lactobacillus rhamnosus(1.0 X 10^10cfu/g 이상 원료 사용),541
Lactobacillus rhamnosus(1.0x10^10 cfu/g 원료사용),541
Lactobacillus rhamnosus(2.0 x 10^11 cfu/g 이상 원료 사용),541
"Lactobacillus rhamnosus(200,000,000,000cfu/g, 희석제정량)",541
"Lactobacillus rhamnosus(200,000,000,000cfu이상)",541
Lactobacillus rhamnosus(4.0x10^11cfu/g 이상 원료 사용),541
"Lactobacillus rhamnosus(Lactobacillus rhamnosus(200,000,000,000cfu/g,희석제정량)50%, 결정셀룰로오스50%)",541
Lactobacillus rhamnosus(probiocap R11),541
"Lactobacillus rhamnosus(락토바실러스 람노서스 3 × 10^10 CFU/g)(락토바실러스 람노서스 GG 6.4%, 말토덱스트린 93.6%)",541
"Lactobacillus rhamnosus분말(가루, 과립)",541
"Lactobacillus rhamnosus분말(가루, 과립)(150,000,000,000 cfu/g이상)",541
"Lactobacillus rhamnosus분말(가루, 과립)(40,000,000,000cfu이상)",541
"Lactobacillus rhamnosus분말(가루, 과립)(Lactobacillus thamnosus의 생균으로 100,000,000,000개/g 이상, 보호제 및 희석제 적량)",541
"Lactobacillus rhamnosus분말(가루, 과립)(혼합)",541
Lactobacillus sakei,541
Lactobacillus sakei Probio65,65
Lactobacillus salivarius,541
Lactobacillus salivarius(1.0 X 10^10cfu/g 이상 원료 사용),541
"Lactobacillus salivarius(100,000,000,000 cfu/g)",541
"Lactobacillus salivarius(300,000,000,000cfu/g, 희석제정량)",541
"Lactobacillus salivarius(500,000,000,000cfu)",541
Lactobacillus salivarius동결건조,541
"Lactobacillus salivarius분말(가루, 과립)",541
Lactobacillus.delbrueckii spp. bulgaricus(1.0x10^11cfu/g 이상 원료 사용),541
"Lactobacillus.delbrueckii spp. bulgaricus분말(가루, 과립)(생균으로 1,000,000,000개/g 이상, 보호제 및 희석제 적량, 옥수수전분)",541
"Lactobacillus.delbrueckii spp. bulgaricus분말(가루, 과립)(생균으로 10,000,000,000개/g 이상, 희석제(옥수수전분) 적량)",541
Lactococcus lactis subsp. lactis CAB701 프로바이오틱스,66
Lactococcus lactis(1.0 X 10^10cfu/g 이상 원료 사용),541
"Lactococcus lactis(300,000,000,000cfu이상)",541
"Lactococcus lactis분말(가루, 과립)",541
"Lactococcus lactis분말(가루, 과립)(300,000,000,000cfu)",541
Latilactobacillus sakei K040706 열처리배양건조물(노바사케이),68
Latilactobacillus sakei LB-P12 프로바이오틱스,69
Ligilactobacillus salivarius,541
Lutein20%(Parry Xanmax 20%),70
"MR-10 민들레등복합추출물(Luteolin 0.06mg/g, Isoorientin 0.18mg/g, 제2013-31호)",71
MS-10 엉겅퀴등복합추출물,72
MSM(MSM 98%이상),389
MSM(MSM 99.8%),389
MSM(디메틸설폰),389
MSM(엠에스엠98%),389
Methyl Slufonyl Methane(MSM),74
N-아세틸글루코사민(N-아세틸글루코사민으로서 95% 이상),75
N-아세틸글루코사민(NAG 95%이상),75
"N-아세틸글루코사민분말(가루, 과립)(N-아세틸글루코사민 : 99%)",75
Nopal 추출물,78
Novasoy,79
PMO참밀알부민,81
"Rain Nutrience DistilPureTM MSM분말(가루, 과립)",82
Streptococcus thermophilus(1.0 X 10^10cfu/g 이상 원료 사용),541
"Streptococcus thermophilus(100,000,000,000 cfu/g)",541
Streptococcus thermophilus(100.000.000cfu),541
Streptococcus thermophilus(2.0 x 10^11 cfu/g 이상 원료 사용),541
Streptococcus thermophilus(4.0x10^11cfu/g 이상 원료 사용),541
"Streptococcus thermophilus(400,000,000,000cfu/g, 희석제정량)",541
"Streptococcus thermophilus(400,000,000,000cfu이상)",541
"Streptococcus thermophilus(스트렙토코커스 써모필러스 3 × 10^10 CFU/g)(스트렙토코커스 써모필러스 TH-4 11%, 말토덱스트린 89%)",541
"Streptococcus thermophilus분말(가루, 과립)",541
"Streptococcus thermophilus분말(가루, 과립)(1.0E+11)",541
"Streptococcus thermophilus분말(가루, 과립)(400,000,000,000cfu)",541
"Streptococcus thermophilus분말(가루, 과립)(생균으로 200,000,000,000개/g 이상, 희석제(옥수수전분) 적량)",541
TEAVIGO (고순도 녹차 EGCG 90%),83
Tonalin CLA TG(트리글리세라이드),86
UREX 프로바이오틱스,87
Weissella cibaria CMU 프로바이오틱스,88
Weissella cibaria JW15 프로바이오틱스,91
Weissella confusa WIKIM51 프로바이오틱스(Wilac D001),89
가다랑어 엘라스틴 펩타이드,92
가르시니아 캄보지아 껍질추출물 60,94
가르시니아 캄보지아 껍질추출물 60HCA MP,96
가르시니아 캄보지아 껍질추출물 GARSLIM,97
가르시니아 캄보지아 껍질추출물 HCActive Ca 65,98
가르시니아 캄보지아 껍질추출물WS,99
가르시니아캄보지아 추출물(HCA 함량 60%),101
가르시니아캄보지아 추출물(가르시니아캄보지아 껍질추출물 60%),101
가르시니아캄보지아 추출물(가르시니아캄보지아 껍칠추출물 60%),101
"가르시니아캄보지아 추출물분말(가루, 과립)((HCA 60%))",101
"가르시니아캄보지아 추출물분말(가루, 과립)(javascript:setItemCode();)",101
"가르시니아캄보지아 추출물분말(가루, 과립)(가르시니아캄보지아껍질추출물분말 60%)",101
가르시니아캄보지아 추출물추출물(추출액)분말(분말 추출물)(60%),101
가르시니아캄보지아 추출물추출물(추출액)분말(분말 추출물)(HCA 60%이상),101
가르시니아캄보지아껍질추출물 HCA-600-SXS,102
"가르시니아캄보지아추출물분말[총(-)-HCA60%이상,인도산]",101
가르시니아캄보지아추출물분말[총(-)-HCA60%이상],101
가시오가피숙지황 복합추출물농축액(농축물)분말,103
가시오가피숙지황 복합추출물추출물(추출액)분말(분말 추출물)(가시오가피숙지황복합추출물로서 800mg/일),103
"가시오갈피등 복합추출물(Eleutheroside E 2.6mg/g, Ligustilide 4mg/g, Baicalin 25mg/g)",104
"가시오갈피등 복합추출물(Eleutheroside E 2.6mg/g, Ligustillide 4.0mg/g, Baicalin 25mg/g)",104
가자추출물(AyuFlexⓇ),105
가쯔오부시 올리고 펩타이드,106
갈락토올리고당 분말(네오고스-P70)(기능성인정원료제2021-8호),107
갈락토올리고당분말(네오고스-P70),107
감국감태추출복합물,108
감마리놀렌산,109
감마리놀렌산 함유 유지(감마리놀렌산 9%),109
감마리놀렌산(달맞이꽃종자유(감마리놀렌산-7%이상),109
감마리놀렌산함유유지(기능성원료인정제2014-48호),109
감잎주정추출분말,110
감태추출물(제2015-6호),111
강황 추출물(터마신),112
강황추출물(제2025-51호),113
건조효모(Cr 0.2%),90
건조효모(MNY건조효모),90
건조효모(Ⅳ),90
건조효모(망간 5.0% 이상),90
건조효모(비타민B1 20.0% 이상),90
건조효모(비타민B12 0.4% 이상),90
건조효모(비타민B2 9.0% 이상),90
건조효모(비타민B6 20.0% 이상),90
건조효모(비타민D 0.02% 함유),90
건조효모(셀레늄),336
건조효모(셀렌 0.1% 함유),90
건조효모(셀렌 함량 0.1%),90
건조효모(식용건조효모),90
건조효모(아연 5% 이상),90
건조효모(아연 5%함유),90
건조효모(아연 5.0% 이상),90
건조효모(크롬 0.2 %),90
건조효모(크롬 0.2% 이상),90
건조효모(크롬 0.2%함유),90
건조효모(크롬함량 0.2%),90
건조효모(판토텐산 24.0% 이상),90
결정셀룰로스,90
계피추출분말,114
골드키위유산균발효물(Kiwibiotics®),118
골드키위유산균발효물(Kiwibiotics®)(제2025-22호),118
곰피추출물,119
공액리놀레산(CONJUGATED LINOLEIC ACID),121
"공액리놀레산(홍화유 99.9%, D-토코페롤(혼합형) 0.1%)",307
구기자나무뿌리껍질추출분말,122
구아검가수분해물(Sunfiberⓡ),126
구아바잎,127
구아바잎추출물,128
"구아바잎추출물 등 복합물(BENDU381)(Ellagic acid 2.5mg/g, EGCG 100mg/g, Gallic acid 2.2mg/g)",129
"구아바잎추출물 등 복합물(BENDU381)(구아바잎추출물 50%, 녹차잎추출물 30%, 장미꽃잎추출물 20%)",129
구아바잎추출물(Guavarin),128
"구아바잎추출물(잎(엽))분말(가루, 과립)",128
구아바잎추출물추출물(추출액)분말(분말 추출물),128
구연산아연(고시형),378
구연산칼슘(비소성),491
구절초추출물,130
구절초추출물(조인시스트),130
굴가수분해물,131
귀리,132
"귀리(귀리식이섬유, 20%이상)",132
그린마떼추출물(기능성원료인정제2010-7호),32
그린마테추출물 EFLA® 920,133
그린세라-F (인동덩굴꽃봉오리추출물),134
그린커피빈주정추출물,135
그린커피빈추출물,136
글로빈 가수분해물,137
"글루코사민 황산염분말(가루, 과립)",139
글루코사민분말,139
글루코사민분말(글루코사민염분말-98%이상),139
글루코사민분말(글루코사민염산염으로서 98%이상),139
글루코사민분말(글루코사민함량 98%이상),139
글루코사민염산염(98~102%),139
글루코사민염산염(글루코사민염산염98%이상),139
글루코사민염산염(글루코사민염산염으로서 98%함유),139
글루코사민염산염분말 (글루코사민염산염 99% 이상),139
글루코사민염산염분말(100%),139
글루코사민염산염분말(글루코사민 80%함유),139
글루코사민염산염분말(글루코사민 99%이상),139
글루코사민염산염분말(글루코사민100%이상함유),139
글루코사민염산염분말(글루코사민100%함유),139
글루코사민염산염분말(글루코사민80%이상),139
글루코사민염산염분말(글루코사민염산염으로서 98%이상),139
글루코사민염산염분말(글루코사민함량 80.0%이상),139
글루코사민염산염분말(글루코사민함량98% 이상),139
글루코사민황산염분말(글루코사민55%이상),139
글루코사민황산염분말(글루코사민황산염 98%이상),139
글루코사민황산염혼합물,139
글루콘산동(구리 14%),124
글루콘산동(구리함량 14.0%),124
글루콘산아연(아연 14%),378
글루콘산철(고시형),482
글루콘산칼슘분말,491
금사상황버섯,140
기장밀추출복합물(KeranatTM),141
김치유산균,541
"김치유산균 동결분말[Lactobacillus plantarum(200,000,000,000cfu/g)",541
"김치유산균분말(가루, 과립)(1.0x100,000,000,000 CFU/g)",541
까마귀쪽나무 열매 주정추출물,143
깻잎추출물(PF501)(기능성원료인정제2019-3호),144
꾸지뽕잎추출물,145
끼꼬망 포도종자추출물,146
나이아신(니코틴산아미드),147
나이아신(함량 100%),147
나이아신분말(고시형),147
"나토균배양분말(나토균배양분말 50%, 덱스트린 50%)",148
"나토균배양분말(난소화성말토덱스트린(배합비:70%), Bacillus subtilis natto (ATCC15245)배양분말(배합비:30%)(배지조성:대두분말 66%, 옥수수전분 30%, 대두유 3%, 탄산칼슘 1%))",148
나한과박추출분말(DKB131),150
나한과박추출분말(DKB131)(제2024-22호),150
난각막가수분해물(NEM®),151
난각막분말(DEMⓇ),152
난각막분말(제2023-35호),152
난각칼슘(Ca 35% 이상),491
"난각칼슘(비소성,칼슘으로서34%이상)",491
"난각칼슘(비소성,칼슘으로서34%함유)",491
난각칼슘(칼슘함량 34%),491
난소화성말토덱스트린(식이섬유 85% 이상),153
난소화성말토덱스트린(식이섬유 85.0%),153
난소화성말토덱스트린(식이섬유90%이상함유),153
난소화성말토덱스트린(식이섬유함량 85%이상),153
난소화성말토덱스트린(식이섬유함량 85.0%이상),153
"난소화성말토덱스트린(제2009-4호, 식이섬유함량 85.0%이상)",153
난소화성말토덱스트린농축액(농축물),153
내츄럴아스타잔틴컴플렉스,154
녹각효소분해추출물HP(NP-2007),155
녹용당귀등 복합추출물,156
녹용유산균발효분말,157
녹용효소분해추출물(HENKIVⓇ),158
"녹차추출물(카테킨 40% 이상, 카페인 5% 이하)",159
녹차추출물(카테킨으로서 30.0% 이상),159
녹차추출물/테아닌 복합물,160
녹차추출물분말가루,159
녹차추출물추출물(추출액)분말(분말 추출물),159
녹차추출물추출물(추출액)분말(분말 추출물)(카테킨 50%),159
니코틴산아미드 (니코틴산아미드로서 97.71% 이상),147
니코틴산아미드 혼합분말,147
"니코틴산아미드 혼합분말(가루, 과립)",147
니코틴산아미드(결정성분말),147
니코틴산아미드(나이아신 99%),147
니코틴산아미드(나이아신함량 99%),147
니코틴산아미드(나이아신함량 99.0%),147
니코틴산아미드(니코틴산 아니드 100%),147
니코틴산아미드(니코틴산아미드100%),147
다래추출물,161
다래추출물(PG102)(기능성원료 인정 제2009-18호),161
"다래추출물(퀸산 1.7%, 구연산 2.35%)",161
"다래추출물분말(가루, 과립)",161
다이크로스타키스 글로메라타 추출물(Dyglomera),162
단삼주정추출분말,164
단삼주정추출분말(SAGX),165
달맞이꽃종자 추출물,166
달맞이꽃종자유 (감마리놀렌산 4.75%이상),109
달맞이꽃종자유(감마리놀렌산 9%),109
달맞이꽃종자유(감마리놀렌산5%이상),109
달맞이꽃종자유(감마리놀렌산함량 9.0%이상),109
닭가슴연골분말(UC-Ⅱ),167
당귀등추출복합물,168
"당귀등추출복합물(덱스트린 50%, 참당귀추출물 40%, 삼백초추출물 5%, 오미자추출물 5%)",168
"당귀등추출복합물(시클로덱스트린 48%, 참당취추출물 40%, 삼백초추출물 5%, 오미자추출물 5%, 글리세린지방산에스테르 2%)",168
당귤농축분말(ROCH),169
당조고추건조분말,170
대두 포스파티딜세린(Leci-PS),171
대두배아유산균발효물(SE5-OH),172
대두올리고당,174
대두이소플라본 추출물 분말,176
"대두이소플라본(Daidzein, Genistein, Glycitein의 합으로서 225 mg/g)",175
"대두이소플라본(배당체(Daidzin, Genistin, Glycitin)의 함 33%)",175
대두이소플라본배당체 40mg/g),175
대두이소플라본제품,175
대두이소플라본추출물,177
대두이소플라본추출물(추출액)분말(분말 추출물),177
대두이소플라본추출물(추출액)분말(분말 추출물)(비배당체로서 6.25%),177
대두추출물등 복합물(메노세라),178
대웅 코엔자임Q10(코엔자임Q10 99%),179
댕댕이나무열매(허니베리)추출분말,180
덖음귤피추출분말(JRC)(제2025-23호),181
도라지추출물,182
도라지추출물(DRJ-AD),183
도라지추출물(기능성원료 인정 제2013-26호),182
돈태반 발효추출물,184
돌외잎 추출물,185
돌외잎주정추출분말(액티포닌®),187
돌외잎주정추출분말(잎(엽)),186
돌외잎주정추출분말(잎(엽))(DamulinA1.2%),186
"돌외잎주정추출분말(잎(엽))(돌외잎주정추출물 90%, 덱스트린 10%)",186
동결건조누에분말,188
"동결건조유산균분말(Enterococcusfaecium동결건조분말, 희석제 정량",541
동충하초 발효 추출물(기능성원료인정제2011-16호),191
동충하초 유래 P. hepiali 균사체(Cs-4) 추출물,191
동충하초 유래 P. hepiali 균사체(Cs-4) 추출물(제2011-16호),191
돼지뇌효소가수분해물,193
두충우슬추출복합물(KGC08EA),194
들쭉열매추출물,195
들쭉열매추출분말,196
디-토코페롤혼합형,307
디메틸설폰,389
디메틸설폰(msm),389
디엘-알파-토코페릴초산염,307
라임과피추출물,198
라임카카오추출복합물,199
락추로스분말,201
락추로스분말(제2009-40호),201
"락토바시루스 람노수스 유산균{LACTOBACILLUS RHAMNOSUS의 생균으로 100,000,000,000개/g 이상, 희석제(옥수수전분) 적량}",541
"락토바실루스 델브에루키 불가리쿠스 유산균{LACTOBACILLUS DELBUEKII BULGARICUS의 생균으로 10,000,000,000개/g 이상, 희석제(옥수수전분) 적량}",541
"락토바실루스 람노수스 유산균{LACTOBACILLUS ACIDOPHILUS의 생균으로 100,000,000,000개/g 이상, 희석제(옥수수전분) 적량}",541
"락토바실루스 람노수스 유산균{LACTOBACILLUS RHAMNOSUS의 생균으로 130,000,000,000개/g 이상, 희석제(옥수수전분)}",541
"락토바실루스 람노수스 유산균{LACTOBACILLUS RHAMNOSUS의 생균으로 150,000,000,000개/g 이상,희석제(옥수수전분) 적량}",541
"락토바실루스 루테리 유산균{LACTOBACILLUS REUTERI의 생균으로 50,000,000,000개/g 이상, 보호제 및 희석제 적량}",541
"락토바실루스 루테리 유산균{LACTOBACILLUS REUTERI의 생균으로 50,000,000,000개/g 이상, 희석제(옥수수전분) 적량}",541
"락토바실루스 불가리쿠스 유산균{LACTOBACILLUS BULGARICUS의 생균으로 1,000,000,000개/g 이상, 희석제(옥수수전분) 적량}",541
"락토바실루스 불가리쿠스 유산균{LACTOBACILLUS BULGARICUS의 생균으로 10,000,000,000개/g 이상, 보호제 및 희석제 적량}",541
"락토바실루스 불가리쿠스 유산균{LACTOBACILLUS BULGARICUS의 생균으로 10,000,000,000개/g 이상, 희석제(옥수수전분) 적량}",541
"락토바실루스 불가리쿠스 유산균{LACTOBACILLUS BULGARICUS의 생균으로 10,000,000,000개/g 이상, 희석제(옥수수전분)}",541
락토바실루스 아시도필루스 (Lactobacillus acidophilus) 유산균,541
"락토바실루스 아시도필루스 유산균{LACTOBACILLUS ACIDOPHILUS의 생균으로 130,000,000,000개/g 이상, 희석제(옥수수전분) 적량}",541
"락토바실루스 아시도필루스 유산균{LACTOBACILLUS ACIDOPHILUS의 생균으로 200,000,000,000개/g 이상, 희석제(옥수수전분) 적량}",541
"락토바실루스 카제이 유산균{LACTOBACILLUS ACSEI의 생균으로 200,000,000,000개/g 이상, 희석제(옥수수전분) 적량}",541
"락토바실루스 카제이 유산균{LACTOBACILLUS CASEI의 생균으로 100,000,000,000개/g 이상, 희석제(옥수수전분)}",541
"락토바실루스 카제이 유산균{LACTOBACILLUS PLANTARUM의 생균으로 100,000,000,000개/g 이상, 희석제(옥수수전분) 적량}",541
"락토바실루스 파라카제이 유산균{LACTOBACILLUS PARACASEI의 생균으로 150,000,000,000개/g 이상,희석제(옥수수전분) 적량}",541
락토바실루스 플란타룸 유산균,541
"락토바실루스 플란타룸 유산균{LACTOBACILLUS PLANTARUM의 생균으로 100,000,000,000개/g 이상, 보호제 및 희석제 적량}",541
"락토바실루스 플란타룸 유산균{LACTOBACILLUS PLANTARUM의 생균으로 135,000,000,000개/g 이상, 희석제(옥수수전분)}",541
"락토바실루스 플란타룸 유산균{LACTOBACILLUS PLANTARUM의 생균으로 150,000,000,000개/g 이상,희석제(옥수수전분) 적량}",541
락토바실루스카제이(Lactobacillus casei)유산균,541
"락토코쿠스 락티스 유산균{LACTOCOCCUS LACTIS의 생균으로 100,000,000,000개/g 이상, 희석제(옥수수전분)}",541
락토페린(우유정제단백질),202
락토페린LF300(우유유래정제단백질),203
락토페린LF300(우유유래정제단백질)(제2023-38호),203
레몬버베나추출물,206
레몬버베나추출물 등 복합물 (티에뜨레®),207
레시틴,90
로즈마리자몽추출복합물,209
로즈마리추출물등복합물(SunMax),210
로즈힙 분말,211
로즈힙분말(Hyperoside 0.07mg/g 이상),211
로즈힙분말(Hyperoside 0.1㎎/g),211
루바브뿌리추출물(ERr731Ⓡ),213
루테인 지아잔틴 복합 추출물 20%,216
루테인(루테인 15%),214
루테인(루테인 20%),214
"루테인(루테인 20%, 올리브유 80%)",214
"루테인(마리골드꽃 헥산추출물20%,올리브유80%)",214
"루테인(마리골드꽃추출물20%,홍화씨유80%)",214
"루테인(마리골드꽃추출물25%,올리브유75%)",214
"루테인(마리골드꽃추출물36.2%,홍화씨유63.8%)",214
"루테인(마리골드추출물20%,해바라기씨오일80%)",214
"루테인(해바라기씨유 79%, 루테인 20%, Dl-α-토코페롤 1%)",214
루테인복합물 SF20,217
루테인복합물VBAF,218
"루테인분말(가루, 과립)",214
루테인지아잔틴추출복합물(기능성원료인정제2022-29호),219
"루테인추출물(추출액)(마리골드꽃추출물 20%, 옥수수유 80%)",214
루테인추출물20%,220
루테인추출복합물OS20,221
루테인추출복합분말CWD10,222
리스펙타(RespectaⓇ) [프로바이오틱스 등복합물],223
리프리놀-초록입홍합추출오일,224
마그나스표고균사체추출물분말,225
"마그나스표고균사체추출물분말
(제2009-3호)",225
마그네슘,226
마늘(분말),227
마늘동결건조,227
마르멜로추출물,228
마리골드 추출물(루테인 에스테르),229
마리골드꽃주정추출물(지아잔틴함유),230
마카 젤라틴화 분말,233
마카 젤라틴화 분말(벤질헥사데칸아미드 145μg/g),233
마키베리추출물,234
마키베리추출물(제2025-8호),234
마테열수추출물,235
매스틱 검,237
매실,238
매실추출물,238
매실추출물(구연산 300mg/g이상),238
"매실추출물[매실추출물(원료성) 38.8%, 정제수 61.2%(brix 66%이상)]",238
목천료추출분말(제2024-10호),242
몰리브덴산나트륨,243
무화과페이스트,244
미강주정추출물,247
미배아발효분말,248
미배아발효분말(제2025-66호),248
미숙여주주정추출분말,249
미역석류씨추출복합물(잔티젠),250
민들레 등 복합추출물(기능성원료인정제2012-12호),252
민들레 등 추출복합물,252
"밀 추출물(Ceratiq, 세라티크)",253
밀납,90
밀전분유래 난소화성말토덱스트린,256
밀크씨슬(카르두스마리아누스)추출물(실리마린 40~60%),258
밀크씨슬(카르두스마리아누스)추출물(실리마린 43~65% 이상),258
밀크씨슬(카르두스마리아누스)추출물(추출액)분말(분말 추출물),258
밀크씨슬(카르두스마리아누스)추출물추출물(추출액),258
밀크씨슬추출물(추출액)분말(분말 추출물),259
"밀크씨슬추출물분말(가루, 과립)",259
"밀크씨슬추출물분말(가루, 과립)(Silymarin(silybin) 50%)",259
"밀크씨슬추출물분말(가루, 과립)(Silymarin(silybin으로서) 50%)",259
밀크씨슬추출물추출물(추출액)분말(분말 추출물),259
"바나바잎추출물(가루, 과립)",260
바나바잎추출물(바나바잎추출물 100%),260
바나바잎추출물(코로소린산 1.0~1.3%),260
"바나바잎추출물분말(가루, 과립)(코로솔산 10mg/g이상)",260
바나바잎추출물유지(Oil),260
바나바주정추출물,261
"바나바주정추출물 (제2005-3호, 코로소린산함량 1.0%)",261
바이오게르마늄 효모(제2007-15호),263
"바이오이소플라본(Daidzin, Zenistin, Glycitin의 합으로 350mg/g)",262
발아발효콩추출물,264
발효굴추출물(FSO)(제2023-39호),265
발효생성아미노산 복합물,266
"발효생성아미노산 복합물((L-이소로이신,L-발린,L-로이신))",266
발효생성아미노산 복합물(기능성원료인정제2011-40호),266
발효우슬등복합물,268
발효울금,269
발효율피추출분말,270
발효인삼농축액(진세노사이드 Rg1과 Rb1의 합 0.6%),435
발효인삼농축액분말,435
"발효홍삼농축액(6년근,국산)",586
발효홍삼농축액(진세노사이드Rg1과 Rb1 및 Rg3의 합 5mg/g),586
발효홍삼농축액분말(진세노사이드 Rg1과Rb1 및 Rg3의 합으로 18mg/g이상),586
발효홍삼분말,586
배초향·고지베리·무화과복합추출물(제2024-23호),271
백삼(고시형),435
백출양춘사추출복합물,274
백편두추출분말(NOVAponinⓇ),275
베타글루칸 분말,276
베타카로틴분말(10%),277
"베타카로틴분말(가루, 과립)(베타카로틴 10%, 변성전분 62%, 포도당시럽 20%, 코코넛유 4%, DL-알파토코페롤 2%, 제삼인산칼슘 0.5%, 정제수 1.5%)",307
"베타카로틴분말(가루, 과립)(카로틴10,젤라틴49,올리브유23,자당12,아스코르빌팔미테이트4.6,D-토코페롤(혼합형)1,이산화규소0.1)",307
베타카로틴용액(액),277
"베타카로틴혼합(베타카로틴30.0%,콘오일69.3%,디엘알파토코페롤0.7%)",277
"베타카로틴혼합분말(가루, 과립)",277
"베타카로틴혼합분말(가루, 과립)((비타민A 5% 함유), 젤라틴 50%, 대두유 23.45%, 자당 14.7%, 베타카로틴 10.05%, D-α-토코페롤 1.8%)",307
"베타카로틴혼합분말(가루, 과립)(베타카로틴1%)",277
베타카로틴혼합제제(두나리엘라조류추출카로틴 1.4%),277
"베타카로틴혼합제제(베타카로틴 10%, 변성전분 62%, 포도당시럽 20%, 미디움체인트리글리세리드 4%, 비타민E 2%, 제삼인산칼슘 0.5%, 정제수 1.5%)",277
"베타카로틴혼합제제(베타카로틴 30%, 옥수수유 69.3%, DL-알파토코페롤 0.7%)",277
베타카로틴혼합제제(조류),277
"베타카로틴혼합제제[카로틴10.05%,젤라틴(돼지)50%,대두유 23.45%,수크로오스14.7%,혼합토코페롤1.8%]",307
보리 베타글루칸 추출물,279
보리 베타글루칸 추출물(Barley β-glucan Extract),280
보리수나무열매추출물(Elaea),281
보리수나무열매추출물(Elaea)(제2025-59호),281
보스웰리아 추출물(Boswellia serrata R. extract),283
보스웰리아추출물(FJH-BS),285
보스웰리아추출물(SERRATRIN),286
보스웰리아추출물등 복합물(Flexir),288
보스웰리아추출물등 복합물(Flexir)(기능성인정제2021-9호),288
보이차 추출물,289
복분자 추출물(RE-20),290
복분자동결건조분말,291
"복분자추출분말분말(가루, 과립)",292
복합토코페롤분말,307
"분말비타민 A(말토덱스트린 47%, 아라비아검 20%, 옥수수전분 20%, 비타민A초산염 11.5%, Dl-알파토코페롤 1.5%)",300
"분말비타민 A(말토덱스트린 47%, 옥수수전분 20%, 아라비아검 20%, 비타민A아세테이트 11.5%)",300
"분말비타민 A(말토덱스트린 47%. 옥수수전분 20%, 아라비안검 20%, 비타민A아세테이트 11.5%)",300
"분말비타민 A(비타민 A아세테이트 11.5%, 말토덱스트린 47%, 아라비아검 20%, 옥수수 전분 20%, DL-알파-토코페롤 1.5%)",300
분말비타민 A(비타민A 9.75%),300
분말비타민 A(비타민A로써 9.75%),300
"분말비타민 A(비타민A아세테이트 11.5%, 덱스트린 47%, 옥수수전분 20%, 아라비아검 20%, dl-알파토코페롤 1.5%)",300
"분말비타민A (비타민A아세테이트 11.5%, dl-α-토코페롤 1%, 땅콩오일 2.2%, 생선젤라틴 25.6%, 설탕 38.4%, 옥수수전분 21.3%)",300
분말비타민A(비타민A로서 9.75%),300
분말비타민A(비타민A로서 9.75%함유),300
"분말비타민A(비타민A초산염11.5%, DL-α-토코페롤1%, 땅콩오일2%, 어류 젤라틴25.5%, 슈크로스38.5%, 옥수수전분21.5%, 계100%)",300
"분말비타민A혼합제제{비타민A함량 9.75% (분말비타민A 11.5%, DL-알파-토코페롤1.5%, 말토덱스트린 47.0%, 아라비아검 20.0%, 옥수수전분20.0%)}",307
분말비타민D3,306
"분말비타민E(DL-α-토코페릴 초산염50%, 전분24.5%, 말토덱스트린24.5%, 이산화규소1%, 계100%)",307
"분말비타민E혼합제제(DL-알파-토코페릴초산염 50%, 변성전분 24.5%, 말토덱스트린 24.5%, 이산화규소 1%)",307
블랙라즈베리한속단추출복합분말,295
블랙커민추출물(FJ)(제2025-4호),296
비수리추출분말,297
비오틴(결정성분말),298
비즈왁스알코올,299
비즈왁스알코올(기능성원료인정제2010-1호),299
비타민 A 혼합,300
"비타민 A 혼합유지(Oil)(레티닐팔미테이트 55.5, 땅콩유지 43.5, DL-알파토코페롤 1)",307
"비타민 A 혼합제제(레티닐아세테이트11.5, 말토덱스트린47, 옥수수전분20, 아라비아검20 DL-알파토코페롤1.5)",300
"비타민 A 혼합제제(레티닐아세트산염 11.5, DL-알파토코페롤 1.5, 말토덱스트린 47, 옥수수전분 20, 아라비아검 20)",300
"비타민 A 혼합제제(레티닐아세트산염(V-A 84.8%)11.5%, DL-α-토코페롤 1.5%, 말토덱스트린 47%, 아라비아검 20%, 옥수수전분 20%, 계100%)",307
"비타민 A 혼합제제(레티닐아세트산염(비타민A84.8%)11.5%,DL-알파토코페롤(비타민E50%)1.5%,말토덱스트린47%,아라비아검20%,옥수수전분20%  계:100%)",307
"비타민 A 혼합제제(레티닐아세트산염11.5, 말토덱스트린47, 옥수수전분20, 아라비아검20, DL-알파토코페롤(비타민E)1.5)",307
"비타민 A 혼합제제(레티닐아세트산염11.5, 말토덱스트린47, 옥수수전분20, 아라비아검20, 비타민E(DL-알파토코페롤)1.5)",307
